station_id,station_name,lat,lng
32019,East West Hwy & Blair Mill Rd,38.9901045,-77.02924367
32020,Crabbs Branch Way & Calhoun Pl,39.107709,-77.152072
32021,47th & Elm St,38.982456,-77.091991
32022,Dennis Ave & Amherst Ave,39.025387,-77.044562
32023,Montgomery College / W Campus Dr & Mannakee St,39.095661,-77.159048
32024,Fenton St & Gist Ave,38.989724,-77.023854
32025,Carroll & Westmoreland Ave,38.97500583,-77.011127
32026,Carroll & Ethan Allen Ave,38.977957,-77.00637167
32027,Battery Ln & Trolley Trail,38.99237033,-77.1000645
32028,Norfolk & Rugby Ave,38.990639,-77.100239
32029,Offutt Ln & Chevy Chase Dr,38.977093,-77.094589
32030,Broschart & Blackwell Rd,39.102099,-77.200322
32032,Fleet St & Ritchie Pkwy,39.076331,-77.141378
32033,Piccard & W Gude Dr,39.102212,-77.177091
32034,Silver Spring Transit Center - Top Level,38.994034,-77.030371
32035,Georgia Ave & Spring St,38.999388,-77.031555
32036,Fenton St & Ellsworth Dr ,38.99682717,-77.02530867
32037,King Farm Blvd & Pleasant Dr,39.114688,-77.171487
32038,King Farm Blvd & Piccard Dr,39.110314,-77.182669
32039,Old Georgetown Rd & Southwick St,38.999634,-77.109647
32040,Friendship Blvd & Willard Ave,38.96115,-77.088659
32041,Medical Center Dr & Key West Ave,39.103091,-77.196442
32042,Shady Grove Hospital,39.097636,-77.196636
32043,Veterans Pl & Pershing Dr ,38.997445,-77.023894
32044,Rockville Metro East,39.085394,-77.145803
32045,Shady Grove Metro West,39.119765,-77.166093
32046,River Rd & Landy Ln,38.96501617,-77.10331733
32047,Rockville Metro West,39.084379,-77.146866
32048,Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,38.984691,-77.094537
32049,WAU / Flower Ave & Division St,38.986743,-77.000035
32050,Spring St & 2nd Ave,38.997653,-77.034499
32051,Connecticut Ave & Chevy Chase Lake Dr,38.994113,-77.076986
32052,Key West Ave & Siesta Key Way,39.105295,-77.194774
32053,Medical Center Metro ,38.999378,-77.097882
32054,Lyttonsville Rd & Lyttonsville Pl,38.999679,-77.051168
32055,Woodmont Ave & Strathmore St,38.979875,-77.093522
32056,East West Hwy & 16th St,38.995681,-77.038721
32057,Pooks Hill Rd & Linden Ave,39.014716,-77.107143
32058,Sligo Ave & Carroll Ln,38.990874,-77.016311
32059,Takoma Park Rec Center,38.98265,-76.988311
32061,New Hampshire & Kirklynn Ave,38.988101,-76.988422
32062,Wheaton Metro / Georgia Ave & Reedie Dr,39.038341,-77.051023
32063,Amherst Ave & Elkins St,39.044887,-77.047788
32064,Amherst Ave & Prichard Rd,39.035965,-77.048395
32065,Grandview & Blueridge Ave,39.043272,-77.053085
32066,Windham Ln & Amherst Ave,39.032029,-77.04735
32067,Shady Grove Metro East,39.121327,-77.164969
32068,Columbus Ave & Tribeca St,39.125828,-77.167059
32069,Columbus Ave & Gramercy Blvd,39.12333,-77.16486
32070,Key West Ave & Great Seneca Hwy,39.105642,-77.20386
32071,Corporate Blvd & Omega Dr,39.106971,-77.192645
32072,Key West Ave & Diamondback Dr,39.106152,-77.202354
32073,Blueridge Ave & Elkin St,39.043188,-77.050052
32074,Twinbrook Metro,39.062041,-77.120776
32075,White Flint Metro,39.04753,-77.11287
32076,Citadel Ave & McGrath Blvd,39.049,-77.10933
32077,Rockville Pike & Old Georgetown Rd,39.049765,-77.11368
32078,Woodglen Dr & Executive Blvd,39.04317,-77.1135
32079,Executive Blvd & E Jefferson St,39.04873,-77.1257
32080,Fishers Ln & Rock Creek Mill Rd,39.0629,-77.113454
32081,Congressional Ln & E Jefferson St,39.06219,-77.129235
32082,Garland Ave & Walden Rd,39.00048,-77.00077
32083,Rockville Pike & Meeting St,39.050539,-77.115212
32084,Wheaton Library & Community Rec Center,39.047323,-77.051097
32085,The Shoppes @ Burnt Mills,39.031314,-77.004121
32086,Briggs Chaney & Castle Dr,39.081638,-76.945495
32087,White Oak Rec Center,39.046144,-76.975723
32088,Briggs Chaney Park & Ride,39.077875,-76.941867
32089,New Hampshire & Lockwood,39.039102,-76.991823
32090,Stewart & April,39.044944,-76.981155
32091,Stewart Ln & Old Columbia Pike,39.045652,-76.985438
32092,Castle Blvd & Castle Ln,39.085314,-76.940547
32093,White Oak Transit Center,39.04104,-76.987125
32094,Oak Leaf & Lockwood,39.03814717,-76.99450917
32200,Spring Hill Metro,38.929261,-77.240654
32201,Westpark Dr & Leesburg Pike,38.92403,-77.235955
32203,Tysons One Pl & Chain Bridge Rd,38.919475,-77.221179
32204,Tysons Corner Station,38.920939,-77.222115
32205,Westpark & Jones Branch Dr,38.924437,-77.217664
32206,Jones Branch & Westbranch Dr,38.931911,-77.219261
32207,Westpark & Park Run Dr,38.928919,-77.225394
32208,Tysons West Transit Center,38.932636,-77.231825
32209,North Shore & Cameron Crescent Dr/Crescent Apartments,38.970046,-77.338686
32210,Town Center Pkwy & Bowman Towne Dr,38.962524,-77.361902
32211,Reston Regional Library,38.962095,-77.358815
32212,New Dominion Pkwy & Fountain Dr,38.960574,-77.356324
32213,Sunset Hills & Old Reston Ave,38.955079,-77.351649
32214,Reston Town Center Transit Station,38.957037,-77.359718
32215,Wiehle Ave & Reston Station Blvd,38.946607,-77.339391
32216,Library St & Freedom Dr,38.95964217,-77.35878967
32217,Sunset Hills Rd & Discovery Square,38.95534,-77.357611
32218,Temporary Rd & Old Reston Ave,38.960084,-77.353414
32219,Reston YMCA,38.955314,-77.368416
32220,Sunset Hills Rd & Isaac Newton Square,38.951443,-77.340377
32221,Greensboro & International Dr,38.923083,-77.227417
32222,Towers Crescent Dr & Tysons One Pl,38.915246,-77.220157
32223,North Shore Dr & Village Rd,38.970412,-77.340787
32224,Town Center Pkwy & Sunset Hills Rd,38.955171,-77.363094
32225,Reston Pkwy & Spectrum Dr,38.964207,-77.35428
32227,Greensboro & Pinnacle Dr,38.92245,-77.23034
32228,Campus Commons,38.944707,-77.335425
32229,Park Run & Onyx Dr,38.92755,-77.226644
32230,McLean Metro,38.924002,-77.208127
32231,Dunn Loring Metro,38.8828,-77.2283
32232,West Falls Church Metro,38.9001,-77.1887
32233,Jones Branch Drive & Scotts Crossing Rd,38.928502,-77.215624
32234,Merrilee Dr & Lauren Elizabeth Lane,38.879355,-77.230681
32235,Merrifield Cinema & Merrifield Town Center,38.870093,-77.22997
32236,Vy Reston Heights,38.94929533,-77.35507833
32400,1301 McCormick Dr / Wayne K. Curry Admin Bldg,38.908391,-76.843263
32401,Largo Town Center Metro,38.899811,-76.844604
32402,Baltimore Ave & Van Buren St / Riverdale Park Station,38.969581,-76.937349
32403,Baltimore Ave & Jefferson St,38.95548,-76.940133
32404,Perry & 35th St,38.936213,-76.960054
32405,Largo Rd & Campus Way / Prince Georges's Comm Col,38.88994,-76.825535
32406,Fleet St & Waterfront St,38.782633,-77.016059
32407,Oxon Hill Park & Ride,38.798749,-77.00103
32408,Oglethorpe St & 42nd Ave,38.959361,-76.946361
32409,Southern Ave Metro,38.840107,-76.9753
32410,Queens Chapel & Hamilton St,38.9546,-76.9595
32411,Northwestern High School,38.975505,-76.952199
32412,New Hampshire Ave & East-West Hwy,38.974205,-76.995227
32413,Rhode Island Ave & 39th St / Brentwood Arts Exchange,38.939271,-76.955047
32414,Riggs Rd & East West Hwy,38.9725,-76.9807
32415,Tanger Outlets,38.7968,-77.0026
32416,Chillum Rd & Riggs Rd / Riggs Plaza,38.961737,-76.995922
32417,Hyattsville Library / Adelphi Rd & Toledo Rd,38.9698,-76.9493
32418,West Hyattsville Metro,38.955349,-76.968084
32419,Capitol Heights Metro,38.888524,-76.913188
32420,Prince George's Plaza Metro,38.965742,-76.954803
32421,Riverdale Park Town Center,38.962119,-76.935578
32422,The Mall at Prince Georges,38.968842,-76.954171
32423,National Harbor Carousel,38.7859,-77.0167
32600,George Mason High School / Haycock Rd & Leesburg Pike,38.895172,-77.190275
32601,State Theatre / Park Pl & N Washington St,38.882746,-77.170032
32602,N Oak St & W Broad St,38.8882135,-77.1798695
32603,Pennsylvania Ave & Park Ave,38.887403,-77.176992
32604,E Fairfax St & S Washington St,38.880612,-77.171891
32605,W Broad St & Little Falls St,38.883601,-77.173438
32606,N Roosevelt St & Roosevelt Blvd,38.87806333,-77.153977
32607,S Maple Ave & S Washington St,38.87972,-77.178408
32608,Falls Church City Hall / Park Ave & Little Falls St,38.88537867,-77.17352217
32609,W Columbia St & N Washington St,38.885621,-77.166917
32900,Motivate BX Tech office,38.964406,-77.010759
32901,6035 Warehouse,38.96381,-77.010266
32902,Motivate Tech Office,0,0
